center2022_01_24_11_47_771201,left2022_01_24_11_47_771201,right2022_01_24_11_47_771201,0.0014641628367826343,0.75,0.0,22.694891903789213
center2022_01_24_11_47_271900,left2022_01_24_11_47_271900,right2022_01_24_11_47_271900,0.0012126086512580514,0.75,0.0,26.033491480769584
center2022_01_24_11_47_471766,left2022_01_24_11_47_471766,right2022_01_24_11_47_471766,0.0009304839768446982,0.75,0.0,26.8254159590513
center2022_01_24_11_47_271965,left2022_01_24_11_47_271965,right2022_01_24_11_47_271965,0.0002698364551179111,0.008351130411028862,0.0,28.10772341127011
center2022_01_24_11_47_671532,left2022_01_24_11_47_671532,right2022_01_24_11_47_671532,-0.000352226197719574,0.0,0.30000001192092896,23.0698779484566
center2022_01_24_11_47_471669,left2022_01_24_11_47_471669,right2022_01_24_11_47_471669,-0.0002683145576156676,0.75,0.0,20.333760533213244
center2022_01_24_11_47_572702,left2022_01_24_11_47_572702,right2022_01_24_11_47_572702,5.459839303512126e-05,0.75,0.0,20.971672653039814
center2022_01_24_11_47_873053,left2022_01_24_11_47_873053,right2022_01_24_11_47_873053,7.867372914915904e-05,0.75,0.0,23.69188002858689
center2022_01_24_11_47_372716,left2022_01_24_11_47_372716,right2022_01_24_11_47_372716,5.950190461589955e-05,0.75,0.0,25.47316122858741
center2022_01_24_11_47_472449,left2022_01_24_11_47_472449,right2022_01_24_11_47_472449,5.950190461589955e-05,0.75,0.0,25.47316122858741
center2022_01_24_11_47_472734,left2022_01_24_11_47_472734,right2022_01_24_11_47_472734,2.008729279623367e-05,0.683704674243927,0.0,27.79329354747958
center2022_01_24_11_47_273165,left2022_01_24_11_47_273165,right2022_01_24_11_47_273165,-0.00011758873733924702,0.75,0.0,21.279323341791226
center2022_01_24_11_47_473208,left2022_01_24_11_47_473208,right2022_01_24_11_47_473208,-7.220045517897233e-05,0.75,0.0,20.86561962368008
center2022_01_24_11_47_572942,left2022_01_24_11_47_572942,right2022_01_24_11_47_572942,-7.220045517897233e-05,0.75,0.0,20.86561962368008
center2022_01_24_11_47_672305,left2022_01_24_11_47_672305,right2022_01_24_11_47_672305,0.0006037989514879882,0.75,0.0,22.80156567632324
center2022_01_24_11_47_072956,left2022_01_24_11_47_072956,right2022_01_24_11_47_072956,0.0004992919275537133,0.75,0.0,27.294978120890555
center2022_01_24_11_47_473055,left2022_01_24_11_47_473055,right2022_01_24_11_47_473055,-0.00026668491773307323,0.0,0.30000001192092896,24.441221518757594
center2022_01_24_11_47_873247,left2022_01_24_11_47_873247,right2022_01_24_11_47_873247,-0.0007597787771373987,0.0,0.30000001192092896,22.989955504184405
center2022_01_24_11_47_572665,left2022_01_24_11_47_572665,right2022_01_24_11_47_572665,-0.0007273723604157567,0.75,0.0,21.246405202443867
center2022_01_24_11_47_872995,left2022_01_24_11_47_872995,right2022_01_24_11_47_872995,0.0004248117911629379,0.75,0.0,28.591414217447525
center2022_01_24_11_47_272923,left2022_01_24_11_47_272923,right2022_01_24_11_47_272923,0.00036609364906325936,0.0,0.30000001192092896,29.102847818742152
center2022_01_24_11_47_572721,left2022_01_24_11_47_572721,right2022_01_24_11_47_572721,0.00010456092422828078,0.0,0.30000001192092896,27.727852752348873
center2022_01_24_11_47_072962,left2022_01_24_11_47_072962,right2022_01_24_11_47_072962,-2.8740525522152893e-05,0.0,0.30000001192092896,26.580699421790946
center2022_01_24_11_47_372887,left2022_01_24_11_47_372887,right2022_01_24_11_47_372887,-0.00021477084374055266,0.0,0.30000001192092896,24.12851720113079
center2022_01_24_11_47_472620,left2022_01_24_11_47_472620,right2022_01_24_11_47_472620,-0.00021477084374055266,0.0,0.30000001192092896,24.12851720113079
center2022_01_24_11_47_872488,left2022_01_24_11_47_872488,right2022_01_24_11_47_872488,-0.0002452111802995205,0.641636073589325,0.0,22.27169948264633
center2022_01_24_11_47_373028,left2022_01_24_11_47_373028,right2022_01_24_11_47_373028,-0.0002170111401937902,0.75,0.0,22.451775756058847
center2022_01_24_11_47_573046,left2022_01_24_11_47_573046,right2022_01_24_11_47_573046,-0.000151592175825499,0.75,0.0,23.07608005968841
